City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
621,Ranong,TH,76.1,moderate rain,9.9658,98.6348,Numsai Khaosuay Resort Ranong
623,Itoman,JP,84.22,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
625,Bay Roberts,CA,72.05,broken clouds,47.5999,-53.2648,Stonewall Inn
629,Changji,CN,74.19,clear sky,44.0167,87.3167,Lvye Holiday Resort
630,Goderich,CA,84.52,overcast clouds,43.7501,-81.7165,Harmony Inn
631,Ribeira Brava,PT,77.72,clear sky,32.65,-17.0667,Hotel do Campo
632,Shingu,JP,75.13,overcast clouds,33.7333,135.9833,Shingu UI Hotel
634,Shediac,CA,85.08,scattered clouds,46.2198,-64.5411,Auberge Gabrièle (Hôtel & Restaurant)
636,Yatsushiro,JP,80.19,overcast clouds,32.5,130.6,Toyoko Inn
637,Volgograd,RU,74.17,clear sky,48.7194,44.5018,Hampton by Hilton Volgograd Profsoyuznaya
640,Outlook,CA,72.23,clear sky,51.5001,-107.0513,Red Wheel Motel
645,Cartagena,CO,89.22,scattered clouds,10.3997,-75.5144,Hotel Colombia Real - Cartagena
646,Sulangan,PH,83.97,scattered clouds,11.1373,123.7228,Maia's Beach Resort
647,Bonthe,SL,75.13,light rain,7.5264,-12.505,Bonthe Holiday Village
648,Boa Vista,BR,85.98,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
649,Nanakuli,US,82.35,clear sky,21.3906,-158.1547,Camp Pālehua
657,Maracacume,BR,84.88,scattered clouds,-2.0428,-45.9592,Hotel Ramos
658,Barcelos,PT,88.92,clear sky,41.5388,-8.6151,Hotel Restaurante Bagoeira
664,Dimbokro,CI,74.26,overcast clouds,6.6451,-4.7048,complexe hôtelier le jardin d'Eden
665,High Rock,BS,84.11,clear sky,26.6208,-78.2833,Hideaway Bahamas Beach Club
666,Foso,GH,74.93,broken clouds,5.7012,-1.2866,Pristina Cottage
668,Abuyog,PH,78.21,overcast clouds,10.6667,125.05,NashBliss Apartelle
669,Pemangkat,ID,79.75,few clouds,1.1667,108.9667,Ramah Kost KITA
670,Maceio,BR,76.44,light rain,-9.6658,-35.7353,Hotel Ponta Verde Maceió
671,Biak,ID,75.2,few clouds,-0.9131,122.8766,Penginapan Kim
673,Mahibadhoo,MV,77.43,overcast clouds,3.7833,72.9667,Omadhoo Inn
674,Samandag,TR,82.92,clear sky,36.0842,35.9771,Anadolu Palace Hotel
675,Iaciara,BR,89.44,clear sky,-14.0958,-46.6317,Hotel Matinha
676,Praia,CV,81.14,broken clouds,14.9215,-23.5087,LT Aparthotel
677,Shimoda,JP,76.1,broken clouds,34.6667,138.95,Shimoda Tokyu Hotel
680,Ronde,DK,86.43,clear sky,56.3014,10.4751,Danhostel Rønde
682,Eydhafushi,MV,80.08,light rain,5.1033,73.0708,Soneva Fushi
685,Poniatowa,PL,76.91,clear sky,51.1798,22.1309,Hotel Słowik
689,Sihora,IN,76.03,heavy intensity rain,23.4833,80.1167,Hotel Yash Raj Sihora
690,Baturaja,ID,73.11,broken clouds,-4.1333,104.1667,"HOTEL Sekar Sunja, Baturaja Timur, Ogan Komering Ulu"
